estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,babybabyfp,2018-01-14,2018-01-14,4.0,"Bom local","Cervejaria um pouco mais distante do miolinho de Ouro Preto. A pé da praça Tiradentes da uns 15 minutos. O local é agradável, mas um pouco pequeno para o sucesso que a cervejaria faz na cidade. ( todos os locais vendem o chopp Da ouropretana...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,GiceliAbreu,2017-12-10,2017-12-14,4.0,"Cervejaria artesanal","Uma experiência interessante, várias opções de cervejas e comidas! O amor aos pedaços, que é um torresmo da barriga do porco é de comer de joelhos, delícia mesmo é ainda é acompanhado de uma geleia de mexerica! Peça as taças degustação, são cinco sabores de...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Daniel F,2017-11-29,2017-11-14,4.0,"Bom","Cervejaria boa mas nada tão excepcional, com boas cervejas geladas a preços justos..a tábua de degustação é indispensável para se conhecer as cervejas...ambiente legal, porém a tábua de queijos não compensa, muito pequena mesmo, e depois disto minha esposa e eu ficamos com receio de...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,849rafaelac,2017-11-22,2017-11-14,5.0,"Que incrível!!","Ambiente jovem e aconchegante, decoração moderna, com boa música. Perfeito para passar bons momentos. Excelente comida, com opções cuidadosas para vegetarianos."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,L7532JTdanielam,2017-11-22,2017-11-14,5.0,"Amei a experiência!","Comida deliciosa. Sou vegetariana e tem bastantes opções no cardápio. Pizza de rabanete deliciosa!! Chopp pilsen muito gostoso!! Preço bom!! Ambiente muito gostoso! Atendentes excelentes! Voltaria mais vezes, com certeza!!"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,guilhermemZ7442RF,2017-11-19,2017-11-14,4.0,"Para experimentar uma Ouropretana ","Local pequeno, jovial, mas distante do centro histórico. Oferece opções de degustação da Ouropretana, os preços são muito bons, dá para provar uma boa variedade. Bons petiscos, serviço rápido e bom atendimento. No local, é possível comprar itens da marca, muito bons para presentear apreciadores...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,rogercB299AR,2017-11-06,2017-11-14,4.0,"Cerveja espetacular ","Estivemos dia 02 e dia 04 e gostamos muito de todas as cervejas servidas. Acho q o cardápio de comidas e tira gosto pode melhorar, voltarei sempre q for a Ouro Preto. O banheiro pode melhorar."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,CrisGallindo,2017-11-02,2017-10-14,5.0,"Cerveja boa com preços bons ","Música legal e cerveja boa com preço justo. A loja de fábrica oferece vários tipos de cervejas dele e alguma convidada. 
Tem a opção de provar 4 tipos em copos de 200ml super indico. 
Ambiente simples e agradável. 
Compramos uma taça com o nome da...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,MirianLima,2017-11-01,2017-11-14,5.0,"Ótimo custo benefício ","A casa tem tira-gosto incríveis.  Experimente o pão com linguiça do Painha, as almôndegas picantes e o torresmo. De virar os olhos.  O chopp de maracujá IPA me conquistou. Voltarei outras vezes. Os growlers brancos são um luxo a parte"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,felipesalesfarias,2017-10-23,2017-10-14,5.0,"Lugar ótimo para um chopp","O ambiente é agradável e tranquilo, ótimo para degustar todos os chopes que a Cervejaria Ouropretana tem a oferecer."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,marcelomvieira13,2017-10-19,2017-10-14,5.0,"Vale a pena conhecer","Local muito bom no estilo industrial e com um boa quantidade e qualidade de cervejas. Oferece tabua de desgustaçao a um bom preço. A comida é gostosa. A equipe é bem preparada e amistosa. Único problema é que fecha as 21 horas."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Fernanda E,2017-10-17,2017-10-14,5.0,"A Ginger é demais","Lugar super descolado!Pegamos a degustação por 30,00! 5 tipos com copos de 200 ml!Vale mto a pena!!A de maracujá e a ginger foram minhas favoritas!Pedimos tb a tabua de queijos!!Mtoooo bom!!!Pra quem curte cerveja artesanal...parada obrigatória! 👏🏼"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,AnaCMerces,2017-10-09,2017-09-14,5.0,"Cerveja artesanal","Passagem obrigatória em Ouro Preto para quem gosta de cervejas artesanais e ainda tem preços de fabrica para quem quer comprar as cervejas ouropretana, nos outros lugares elas são mais caras.
A ipa maracujá é muito boa , vale experimentar.
Deu vontade de comprar a...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,ViniciusPO,2017-10-05,2017-09-14,5.0,"Altamente recomendado!","Ambiente excelente, cervejas sensacionais e petiscos de alta qualidade. Os preços são justos pelo produto oferecido. E a música ambiente é sempre boa, o que é difícil achar atualmente. Passagem obrigatória em Ouro Preto para quem gosta de uma boa cerveja."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,RaquelG1960,2017-09-18,2017-09-14,4.0,"Muito bom","Local agradável, petiscos gostosos, cerveja ótima, preços salgados, mas vale a pena conhecer. Ótima opção para ir a tarde."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,RPHessel,2017-09-11,2017-09-14,4.0,"Ótimo ambiente e excelente cerveja","Ambiente modesto mas confortável. As opções de comida são variadas e muito boas. Recomendo o bolinho de carne com o molho de cerveja. As cervejas são um caso a parte, todas excelentes, com destaque para a weiss e a com café. Pode-se pedir uma tábua...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,João Antônio S,2017-09-06,2017-08-14,4.0,"BOM MAS CARO","o local é bacana e os chopps servidos são agradáveis. contudo o preço não é dos mais acesíveis... fui com minha namorada num sabado a tarde, só bebemo, não comemos nada e minha conta deu por volta de 130 pila."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,EstevamC,2017-08-28,2017-08-14,5.0,"Parada obrigatória","A cerveja sempre surpreende. Da última vez, tive a chance de experimentar um tipo com maracujá, vindo diretamente de um produtor - do MST - no nordeste, primando pela qualidade. Além das tradicionais ( tentem a Pale Ale). O atendimento de primeira, e ótimos tira...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,726gibranb,2017-08-05,2017-05-14,5.0,"almoço com feijão tropeiro","Fui em um dia especial em que abriu no almoço com feijão tropeiro. O almoço deixou a desejar. A tira de madeira com cinco cervejas de 200mL é muito legal. Colocam em sequência de amargor para você degustar as cervejas. Caso for levar algumas cervejas...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,leopiranga,2017-07-27,2017-07-14,4.0,"Ótima opção de cervejas artesanais","Ótimo bar para tomar uma boa cerveja artesanal com petiscos bem mineiros como toucinho de barriga, carne de porco na lata entre outros."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,alexandrem862,2017-07-25,2017-06-14,4.0,"Excelente","Ambiente descolado e uma boa variedade de cervejas, aliás a Cerveja Ouropretana é muito boa, vale a pena perguntar onde fica e conhecer."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,nunesisa,2017-07-19,2017-07-14,3.0,"Atendimento demorado","O local é bonito e fica na parte mais baixa de Ouro Preto, então prepare as pernas se for a pé.
Fomos no almoço num grupo de 5 pessoas e o atendimento demorou e foi pouco simpático, o que me estranhou já que mineiro tem...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,LucianoGrande,2017-07-17,2017-07-14,4.0,"Compras ","Estive no local apenas para comprar a cerveja que é deliciosa. Preços excelentes. Atendimento muito bom."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,VaniR104,2017-07-16,2017-07-14,5.0,"Artesanais excelentes e petiscos originais e gostosos!","Fizemos a degustação e a qualidade das artesanais é realmente muito boa. O sanduíche de linguiça e a tábua de queijos também são excelentes. Fomos 2x e se tivesse tempo voltaria mais vezes!"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,brendabQ1552SA,2017-07-16,2017-07-14,5.0,"Imperdível ","Um pub é uma loja, pra vc degustar a ótima cerveja da terra! Opções de Growler de cerâmica ou vidro, copos de todos os tipos! Opção de petiscos, uma ótima música ambiente! Garçons e atendentes atenciosos! Venha com tempo!"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Ingrid1306,2017-07-15,2017-07-14,5.0,"Cerveja Ouropretana","Loja muito gostoso familiar a cerveja maravilhosa. Loja da fábrica com preços muito bom vale pena dar uma passada lá."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,AMilani56,2017-07-11,2017-07-14,5.0,"Cerveja boa","Vale um happy-hour após visitar a Igreja do Pilar.
A cerveja é boa, os tira-gostos nem tanto.
A cerveja Café Lager divide opiniões: para mim, ficaria mais equilibrada com menos café."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,carolinahartung,2017-07-09,2017-07-14,5.0,"Cerveja artesanal da melhor qualidade ","Decoração simples e fantástica, quanto às cervejas, dispensa qualquer comentário. São todas maravilhosas, o cardápio das cervejas rico em informações para os apreciadores e curiosos."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,ricardogoiatuba,2017-07-08,2017-07-14,5.0,"Excelente qualidade!","Cervejaria de qualidade! Oferece boas cervejas, excelentes porções de tira-gosto, ambiente agradável e preços acessíveis. Vale a pena vir conhecer!"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,40luizaa,2017-07-06,2017-06-14,5.0,"Imperdível","Ótimo ambiente, boas opções de comidas e cervejas e ótimo lugar para compras. Uma ótima opção é a degustação de chops, que permite experimentar as opções disponíveis.
Muito bom para passar o tempo, curtir uma boa bebida e levar para casa diversos rótulos e produtos....Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,lucianam595,2017-06-26,2017-06-14,4.0,"Hummm...","Cervejas variadas para todos os gostos. Torresmo de barriga impecável! Local super charmoso e bem localizado, um pouco fora do tumulto do Centro Histórico."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Viviane O,2017-06-13,2017-06-14,3.0,"Comida boa, cerveja nem tanto","Fomos até essa cervejaria devido às muitas indicações que vimos por aqui. A cerveja não é lá essas coisas não. Pra quem gosta de cerveja artesanal e já visitou outras cervejarias por aí, essa ficou bem atrás. A cerveja não é muito encorpada e alguns...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,aricontarini,2017-06-12,2017-06-14,4.0,"Excelente","A cerveja é excelente, o ambiente super agradável. Contudo, somente funciona após as 11hs da manhã, é bom saber =)"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,RodrigoCossoPimenta,2017-05-29,2017-05-14,5.0,"Boa cerveja artesanal","O pub fica fora do centrinho da cidade, a uma distância de aproximadamente 5 a 10 minutos de carro, da Praça Tiradentes até lá.
Ao chegarmos, nos deparamos com um ambiente moderno, bem descontraído, com atendentes que entendem bem das cervejas que estão servindo e...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,CristineDeBiasi,2017-05-29,2017-05-14,5.0,"Excelente","Eu não tomo cerveja, mas meus amigos cervejeiros se esbaldaram! Disseram que é realmente uma cerveja diferenciada. Fora isso o ambiente é descontraído e bem decorado. Os petiscos muito gostosos, levam ingredientes bem mineiros mas com um toque de modernidade que foge do óbvio. Atendimento...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,LuCardoso,2017-05-13,2017-05-14,5.0,"Sempre preferir local !","Sou apaixonada por porters e desde que pisei em Ouro Preto esta virou minha preferida!  Provar a tábua de degustação no bar e papear com Marcos,  que me deu ótimas dicas de Ouro Preto, foi meu ponto alto neste sábado.
Vale muito a pena degustar...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,CeliaRibeiro,2017-05-03,2017-05-14,5.0,"Artesanal","Cervejas excelentes, menu degustação com 5 cervejas de 200ml à escolha do cliente por 30 reais. Atendimento bom, rock de qualidade e aquele público sussa que curte uma artesanal. Gostei demais e indico. Umas comidinhas de boteco no cardápio (provei a polenta que veio sequinha...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Luiz_Leal_F,2017-04-15,2017-04-14,5.0,"Excelente pedida","Excelente pedida. Desfrute das cervejas em barril, bem tiradas, e de tira-gostos muito bem preparados e deliciosos. Imperdível para quem aprecia uma boa cerveja."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,CarlosL87,2017-04-15,2017-04-14,4.0,"Cerveja excelente","Cervejas em barril e em garrafa de alta qualidade. Extraídas com técnica e na temperatura ideal e bem servidas. Atmosfera animada e cardápio mineiro bem harmonizado com a carta de cervejas.
Atendimento lento nas mesas mas cordial e esforçado. Muito legal. Parada obrigatória para os...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,ecaprazeres,2017-04-10,2017-04-14,5.0,"Se gosta de chopp, não deixe de ir.","Fui parar nesta cervejaria após provar seu chopp pilsen (existem vários tipos) no restaurante Passo em ouro preto. Gostei tanto que perguntei ao garçom  onde poderia comprar para levar não somente o chopp como a tulipa. Ele me deu o endereço e foi minha perdição....Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,luamaga,2017-03-17,2017-03-14,5.0,"Delícia","Ótimas cervejas artesanais, lugar com música boa, ambiente agradável e ótimos acompanhamentos :) recomendadíssimo"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,fabimpp,2017-02-21,2017-02-14,5.0,"Otima surpresa!","Lugar bem estiloso,boa musica e atendimento de qualidade.A cerveja é muito boa e o cardapio muito gostoso e variado.O pão de malte com as pastas de manjericao e mexerica é delicioso.O unico problema foi q nao estavam passando cartao,sorte q estávamos com dinheiro!"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,apvanjos,2017-02-13,2016-12-14,4.0,"Cerveja da melhor qualidade","Local agradável. Não chegue tarde em dias/horários de pico, pois corre o risco de ficar de fora.
Cerveja artesanal de ótima qualidade e tira-gosto também de muito boa qualidade. O estabelecimento fica fora do circuito comum dos turistas, mas não é difícil chegar, até por...Mais"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Isabela S,2017-02-12,2017-02-14,5.0,"Chopp top","´Lugarzinho muito aconchegante, com petiscos e claro, muito chopp e cerveja. Nos pedimos a tábua de chopp, com cinco tipos diferentes no valor de R$30,00. Recomendadíssimo. Ótimo atendimento,"
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,Pricolis,2017-02-06,2017-02-14,5.0,"Cervejaria Ouropretana ","Ótimo lugar para passeio, diversão e tranquilidade. Atendimento de excelência qualidade e simpatia. Indico para todos que querem ter um dia feliz. 

Beijo de luz."
Cervejaria Ouropretana - Loja Da Fábrica,10397940,restaurante-review,572liliap,2017-01-30,2017-01-14,5.0,"CERVEJA","Atendimento excelente com prfissionais bem preparados para receber o turista. Lojinha com produtos da marca para lembrancinhas."
