estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo
Acai Brasil,8229819,restaurante-review,Felippepeko,2016-05-06,2016-05-14,5.0,"Sensacional","Ótimo ambiente alem do delicioso Açai :)
Bem estruturado, serviço de primeira, com atendimento de primeira!"
Acai Brasil,8229819,restaurante-review,Karina M,2016-05-06,2016-02-14,5.0,"Maravilhoso!!","As duas lojas são lindas, aconchegantes e o açaí é o melhor de todos. Super cremoso e com uma belíssima apresentação, da vontade de tomar todos os dias."
Acai Brasil,8229819,restaurante-review,flapanq,2016-05-04,2015-12-14,5.0,"melhor açaí","Simplesmente o melhor açaí que já tomei, atendimento muito bom. Estive lá nas minhas férias. Local muito higiênico."
Acai Brasil,8229819,restaurante-review,Bernardo G,2016-05-03,2015-12-14,5.0,"Melhor açaí de ouro preto!","açaí artesanal de qualidade, ótimo atendimento, rápido e barato.Local muito agradável e ótima localização."
Acai Brasil,8229819,restaurante-review,Rayana A,2016-05-03,2016-04-14,5.0,"Melhor açaí!!","Excelente atendimento, ambiente super agradável, ótimo para ir tanto com amigos e/ou família. Tem o melhor açaí da região! Sempre que vou em Mariana e/ou Ouro Preto não deixo de ir no Açaí Brasil."
Acai Brasil,8229819,restaurante-review,Rebeca P,2016-05-03,2016-04-14,5.0,"Açai de boa qualidade","Delicioso açai, acompanhado de todas as combinações possíveis, ambiente agradável, familiar e aconchegante."
Acai Brasil,8229819,restaurante-review,Carla G,2016-05-03,2016-01-14,5.0,"Vale a pena experimentar !","Um dos melhores ou o melhor açai que já experimentei. Super indico!  Preço ótimo, bem caprichado e o atendimento nota mil e o lugar muito aconchegante!"
Acai Brasil,8229819,restaurante-review,Túlio L,2016-04-27,2016-02-14,5.0,"Bom e barato","Açaí delicioso, bom custo e muitas opções de recheio. Ideal para repor a energia. Abre aos domingos e o atendimento é rápido."
Acai Brasil,8229819,restaurante-review,tayllamendes,2016-04-22,2015-08-14,4.0,"Açaí de qualidade","Açaí de qualidade, várias opções de opcionais. Porém o lugar é pequeno e nem sempre é rápido para ser atendido."
Acai Brasil,8229819,restaurante-review,Ferrer1981,2016-02-01,2016-02-14,5.0,"Muito bom","Ambiente super agradável....açaí delicioso e caprichado.... E ainda tem as saladas de frutas e milkshake... Sempre que visito a região passo em uma das lojas. Recomendo!"
Acai Brasil,8229819,restaurante-review,Thiago M,2016-01-28,2016-01-14,4.0,"Preço bacana","Preço legal, boa variedade de complementos para o açai. Oferecem também Salada de Frutas e Milkshakes. Tudo muito rápido. Local bacana, porém pequeno demais."
Acai Brasil,8229819,restaurante-review,Valderes S,2016-01-23,2016-01-14,5.0,"Otimo açaí","Bom atendimento, diversas opções e um açaí bem servido por um preço justo!! As opções de mousse como complemento são ótimas opções..."
Acai Brasil,8229819,restaurante-review,junioween,2016-01-23,2016-01-14,4.0,"Bom","Um bom lugar para tomar um açaí ou um suco na Bauxita, bem próximo do campus da UFOP. É frequentado principalmente por estudantes, o que faz do local um bom ponto de encontro dos alunos. Vale a pena!"
Acai Brasil,8229819,restaurante-review,Karine C,2015-09-03,2015-02-14,3.0,"Razoável","O açaí é meio empedrado, um pouco de gelo, tem lugares melhores, mas não é ruim. Tem variedade de complementos e preço normal."
Acai Brasil,8229819,restaurante-review,afandraderj,2015-07-30,2015-07-14,4.0,"Bom açaí","Um estabelecimento com um clima muito agradável, boa localização e bom atendimento. Vale a pena pedir o açaí especial da casa, que é muito bom. Recomendo."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,A2237TFalexandrepi,2020-12-06,2020-12-14,5.0,"Almoço eu e minha esposa.","Nota 10!
Almoçamos lombo assado na brasa com temperos e açafrão, acompanhado de vinagrete,arroz branco, tropeiro e salada.
A carne eastava divina e o atendimentos das meninas e do dono e sem igual, fica meu abraço e sempre que passar por ai, estarei com vcs."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,juniomelo,2020-10-20,2020-10-14,5.0,"Excelente ","Comida deliciosa e ambiente agradável. Adaptaram o cardápio segundo nossas necessidades. Com certeza voltaríamos."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,62eRB,2019-04-01,2019-03-14,5.0,"Comida brasileira/mineira farta e gostosa, local típico. Mas não espere encontrar um masterchef.","O restaurante fica na estrada entre Ouro Preto e Belo Horizonte. O atendimento é feito pelos proprietários e alguns auxiliares. Todos simpáticos e atenciosos, O Sérgio parece que adivinhava nossos pensamentos. A comida é farta, gostosa e o preço é justo. Mas não espere encontrar...uma cozinha sofisticada de chef francês. O serviço é à la carte, com um buffet de saladas variado, onde nos servimos à vontade.Mais"
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,DanielaF1898,2017-12-11,2017-12-14,5.0,"Lugar agradável, comida de qualidade e preço justo","No último sábado, tive a oportunidade almoçar no restaurante. Que surpresa boa esse lugar! Pessoas super atenciosas, de bem com a vida (sem falar da moça que nos apresentou o cardápio do dia: uma fofa!) Parabéns a todos do Colher de Pau pela comida maravilhosa...(tudo muito gostoso) e pelo atendimento incrível! Passa despercebido para quem chega de BH, mas não decepciona e vale a parada.Mais"
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,fredericov510,2017-10-14,2017-10-14,3.0,"Comida Mineira ","Restaurante comida mineira Self Service a quilo, opção de carnes grelhadas com preço absurdo.Está na média di que a região oferece. Se quiser comer melhor vai ter que andar até Ouro Preto."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,Aureliano B,2017-06-15,2017-06-14,5.0,"Comida mineira raiz","Ambiente agradável, com buffet a quilo (33,90), da culinária mineira tradicional. Bom atendimento e estacionamento próprio. Vale muito pena, melhor parada da região."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,Lidiane M,2017-04-18,2016-05-14,5.0,"Excelente!","Espaço muito agradável, cardápio variado, comida muito saborosa feita no fogão a lenha, atendimento muito bom!!!"
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,StefanoCattapan,2016-11-23,2016-11-14,5.0,"Comida mineira deliciosa","Ja comi varias vezes no colher de pau quando estive em cachoeira ou em ida a belo horizonte. Realmente o sabor e a variedade é grande! Pra quem gosta de carne é o local, eles passam uma picanha na hora, dentre outras carnes e peixes....Eles vendem uma cerveja artesanal que é muito boa, Segredo do Professor! Acho o restaurante com valores altos porem a comida tem alta qualidade!Mais"
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,Rohia,2016-06-27,2016-06-14,5.0,"Parada Obrigatória","Para quem  aprecia a famosa culinária mineira e um ambiente de acordo com o cardápio pode dar uma paradinha na estrada a caminho de Ouro Preto, pois é lá que está O Colher de Pau, em Cachoeira do Campo. O melhor self service da região."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,187izabelc,2016-06-22,2016-03-14,5.0,"Comida mineira de 1ª","Comida mineira muito saborosa, com cardápio variado no fogão a lenha. Sem dúvida um dos melhores self service da região. Além disso o ambiente é agradável, os atendentes super atenciosos. Quem conhece sempre volta."
Restaurante Colher de Pau - Restaurante do Tatu,10356560,restaurante-review,anacarolinaroriz,2016-05-27,2016-02-14,4.0,"Deliciosa comida caseira","Um restaurante muito gostoso, comida mineira com muitas opções é feita no fogão a lenha. O ambiente é agradável e vc sente como se estivesse em casa. Preço bom e ótimo atendimento."
Restaurante Ouro Preto,7097621,restaurante-review,lobatolaura,2018-11-29,2017-12-14,1.0,"sem variedade e ruim","não gostei,tem pouca variedade,qnd fui só tinha uma opção de carne e nao estava com cara boa,o feijao tropeiro estava seco dms,ambiente muito quente."
Restaurante Ouro Preto,7097621,restaurante-review,Jezicarv,2018-08-20,2018-07-14,3.0,"Pra matar a fome e só!","É aquele típico restaurante no kilo que as agências costumam empurrar para o turista. Costuma estar sempre cheio e a comida é sem novidades. Mas tem uma vantagem: é barato. Para aquela hora que você precisar fazer uma boquinha sem maiores ambições."
Restaurante Ouro Preto,7097621,restaurante-review,wellington q,2018-07-09,2017-11-14,4.0,"muito bom","otimo lugar recomendo comida no fogao de lenha muito boa sabor excelente muito bom lugar agradável muito bom"
Restaurante Ouro Preto,7097621,restaurante-review,TaiseL10,2017-02-02,2017-01-14,5.0,"comida boa e barata","comidinha deliciosa e com precinho justo. vale muito a pena! lugar muito legal, muito bem recebidos."
Restaurante Ouro Preto,7097621,restaurante-review,casa_tatiexavier,2017-01-05,2016-02-14,3.0,"Almoço barato, mas o local deixa a desejar","Almoçamos quase que por acaso nesse restaurante, pois ficam entregando propaganda do mesmo pelas ruas de Ouro Preto e achamos que seria uma boa opção pela proximidade. A comida é mediana, compatível com o preço (bem em conta). É um local para almoçar e sair,...não tem ambiente agradável ou decorado. O atendimento, devido ao movimento também deixa a desejar.Mais"
Restaurante Ouro Preto,7097621,restaurante-review,FlaviaRafaelaF,2016-11-22,2015-12-14,5.0,"COMIDA BOA E BARATA","Local simples, ótimo para quem comer bem sem luxo e barato...cardápio variado, comida bem típica mineira, eu amei, os dois dias que fiquei em Ouro Preto, me fiz nesse restaurante."
Restaurante Ouro Preto,7097621,restaurante-review,Janiceoliveira,2016-09-14,2016-04-14,2.0,"Já foi melhor...","Estive la com minha família e dessa vez não gostei a comida não estava boa.Quando fui no ano passado estava muito boa más desta vez deixou a desejar."
Restaurante Ouro Preto,7097621,restaurante-review,j_ssikat,2016-09-05,2016-08-14,4.0,"Comida gostosa e ótimo preço.","Restaurante muito bom.  Comida deliciosa, típica mineira, ingredientes frescos. O único defeito é que fica muito cheio e abafado. Quando tem muito movimento não tem espaço, mas vale a pena, porque o preço é bom e a comida também. Quando fui estava R$ 13,00 à...vontede.Mais"
Restaurante Ouro Preto,7097621,restaurante-review,Mariele G,2016-08-28,2016-02-14,4.0,"Comida mineira a um preço justo","Ao lado do Museu da Inconfidência, serve um buffet muito bom e bem variado com um preço baixo. Vale muito a pena pra quem vai ficar mais de um dia na cidade. Economia  garantida!"
Restaurante Ouro Preto,7097621,restaurante-review,gustavosoaress,2016-07-30,2015-10-14,4.0,"bom e barato","Achei a comida muito gostosa e com um preço justo a única coisa ruim é que esperei por alguns minutos para uma mesa vagar. Mas, pra quem busca economia esse é o lugar."
Restaurante Ouro Preto,7097621,restaurante-review,bicabral,2016-06-06,2016-01-14,4.0,"Comida simples e preço justo","O restaurante serve uma comida saborosa, bem preparada mas sem nenhum requinte. O espaço é apertado e está constantemente cheio. O preço é popular, mas isso não significa falta de qualidade. O atendimento é amigável. Na saída tem copinhos de doce como cortesia. Recomendo para...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,Marianna R,2016-05-23,2016-05-14,4.0,"Comida deliciosa - ótimo custo benefício","Restaurante barato e com comida de ótima qualidade, bastante variedade no cardápio, Self service, tudo a vontade e higiene e atendimento muito bom!"
Restaurante Ouro Preto,7097621,restaurante-review,Lucas O,2016-03-29,2015-10-14,4.0,"comida típica","Comida de qualidade, muito bem preparada, local muito bem higienizado, preço baixo para um cardápio muito bom"
Restaurante Ouro Preto,7097621,restaurante-review,Ana Caroline D,2016-03-25,2015-05-14,5.0,"Comida maravilhosa!!","A comida é muito boa, uma das melhores que já comi. Super barato e você consegue comer muito bem. O atendimento é muito bom, única coisa ruim é que o restaurante é um pouco apertado. Prefira ir ao segundo andar que é mais aconchegante."
Restaurante Ouro Preto,7097621,restaurante-review,D3lC4rm0,2016-02-14,2015-06-14,5.0,"Refeição Barata!","Logo que cheguei no centro histórico recebi de um ambulante um cartão falando sobre esse restaurante. Nosso grupo de amigos partiu para lá e não se arrependeu a comida e deliciosa e um preço baixíssimo em contra partida do lugar.
O único mal e que...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,721alexandrep,2016-01-25,2016-01-14,3.0,"Barato","O lugar é quente e meio bagunçado, mas a comida é boa e é bem barato.
Para fazer um almoço rápido e barato não vi melhor opção."
Restaurante Ouro Preto,7097621,restaurante-review,MauricioSamia,2016-01-18,2016-01-14,3.0,"Uma boa pedida","A comida é honesta e bom, o preço um achado! Bem localizado e de bom atendimento, foi um achado este lugar, o buffe é limitado mas de boa qualidade, para quem esta com orçamento apertado uma boa pedida!"
Restaurante Ouro Preto,7097621,restaurante-review,LuDiesel,2016-01-11,2015-12-14,4.0,"Barato","Vale a pena pelo preço. Tem vários homens oferecendo um cartão que dá desconto perto do museu da inconfidência, na verdade é só um jeito de chamar a freguesia e está valendo. Se eu não me engano é R$ 13,00 por pessoa: buffet livre. A...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,Ana F,2015-12-31,2015-12-14,5.0,"Comida boa e barata","Os atendentes são super educados e prestativos, fazem o possível para nos sentirmos bem. Um ambiente bem agradável, a comida não deixa nada a desejar, muito boa e o preço nem se compara. Vale muito a pena e a experiência. Recebi a indicação, fui e...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,daniddc,2015-11-21,2014-12-14,4.0,"Comida tipicamente mineira deliciosa, a preço hiper acessível.","Há 3 anos estive em Ouro Preto e aconselho a não subestimar esse restaurante: frequentei o  Pizza Jazz, o Bené da Flauta, Spaghetti, dentre outros, mas este, seguramente, foi o que serviu a comida mais gostosa, a um valor muito módico - na época, acho...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,vania a,2015-11-01,2015-10-14,4.0,"Muito bom","Comida boa, bom preço, ambiente simples mas aconchegante, atendimento muito bom, boa localização bem próximo ao museu da inconfidência mineira e da feirinha."
Restaurante Ouro Preto,7097621,restaurante-review,ClaudiaBoeira,2015-10-26,2015-05-14,5.0,"Local simples e honesto","Gostei muito deste restaurante, comida simples, caseira, tipicamente mineira. Preço bem em conta, atendimento gentil. Realmente a comida não era quente do tipo tinindo, mas eu nunca consegui comer em Ouro Preto comida bem quente, acho que é por causa da panelas de barro."
Restaurante Ouro Preto,7097621,restaurante-review,Carlaevan,2015-10-07,2014-12-14,5.0,"Muito bom","Comida ótima, ambiente familiar, comidinha caseira mineira, dispensa comentários... vale a pena conhecer"
Restaurante Ouro Preto,7097621,restaurante-review,Elizabeth884,2015-09-13,2015-09-14,5.0,"Muito aconchegante","Apreciei e muito este Restaurante bastante familiar. Menu Caseiro, ambiente aprazível, espaçoso e ornamentação inusitada. Recomendo"
Restaurante Ouro Preto,7097621,restaurante-review,vanbora,2015-07-16,2015-05-14,3.0,"cade o fogão a lenha","comida   ate que era boa ,  um pouco fria e verdade, e um atendimento precário no dia o pessoal estava meio  mal humorados, o fogão a lenha e somente um enfeite na verdade possui um botijão embaixo para aquecer a comida,    a cervejas  !!não servimos...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,mayarauj0,2015-07-03,2015-07-14,4.0,"Ótimo custo benefício","Esse é daqueles lugares simples, em que se come comida regional sem pagar como turista. Sabe quando vc economiza no almoço pra fazer um jantar mais chique? Pois é, num caso como esse o Ouro Preto é uma boa pedida perto da Praça Tiradentes. Paga-se...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,Julia M,2015-04-03,None,1.0,"Barato mas ordinario","Chegamos às 14h e já não havia mais reposiçao dos pratos. Lugar escuro e fechado, barulhento e a pouca comida que conseguimos nos servir estava ruim. Arroz mal cozido. Nao recomendo!"
Restaurante Ouro Preto,7097621,restaurante-review,Raquel P,2015-03-21,2015-03-14,5.0,"Ótimo custo benefício","A comida é muito gostosa! Culinária mineira. Vale muito a pena. É barato, de muita qualidade e bem farto. Vale uma (ou mais) visitas."
Restaurante Ouro Preto,7097621,restaurante-review,Eugenio G,2015-03-13,2015-01-14,4.0,"Ótima comida","Comida deliciosa, o restaurante Ouro Preto oferece um cardápio variado mas não deixando de lado o estilo mineiro.
 Muito bom, vale uma visita"
Restaurante Ouro Preto,7097621,restaurante-review,Miriam S,2015-02-25,2014-04-14,5.0,"Comida mineira excelente","Os pratos são maravilhosos, bem servidos e num excelente preço. O ambiente é simples, mas aconchegante e a comida é deliciosa."
Restaurante Ouro Preto,7097621,restaurante-review,João C,2015-02-21,None,3.0,"Bom restaurante","Vale pelo custo benefício. Pelo preço de 13 reais se come à vontade e até há uma certa variedade: cenouras cozidas, coxa e sobrecoxa de frango com quiabo, arroz branco, feijão com farinha, linguiça, entre outros. O ambiente é extremamente simples e apertado, mas a...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,CMLD6490,2015-01-30,2014-12-14,4.0,"Comida Típica Mineira","Após visitar Ouro Preto com seus casarios que recordam toda uma historia de riquesa e esplendor do ciclo do ouro mineiro, saborear uma deliciosa culinária mineira é uma boa pedida e o Restaurante Ouro Preto oferece uma deliciosa culinária mineira diversificada."
Restaurante Ouro Preto,7097621,restaurante-review,brunocneves,2015-01-05,None,3.0,"Poucas opções, bom sabor, calor insuportável","O restaurante tem bom preço e a comida é gostosa. Vale o custo benefício, especialmente se sua viagem for econômica ou sua estadia mais longa. Porém, evite as mesas do segundo andar no verão, o calor é insuportável."
Restaurante Ouro Preto,7097621,restaurante-review,sandrafurtd,2015-01-02,2014-02-14,4.0,"Boa comida e bom preço","Ideal para quem está caminhando durante todo o dia e quer uma opção próxima ao centro.
A tradicional comida mineira é boa e o preço é bom.
Se você não se importa com um lugar simples, vale a pena procurar, pois o restaurante é um...Mais"
Restaurante Ouro Preto,7097621,restaurante-review,Fabio R,2014-11-26,2014-11-14,4.0,"mineira de mais","comida com bastante frango com kiabo, e uma delicia, da ate agusa na boca em lembrar do almoço...receomendo a todos..."
Restaurante Ouro Preto,7097621,restaurante-review,VLSilva,2014-11-06,2014-10-14,4.0,"Agradavel","É um restaurante agradável se localiza no centro, e servir uma comidas mineira muito gostosa e o preço que é bom."
Restaurante Ouro Preto,7097621,restaurante-review,822alejandra,2014-10-09,2014-09-14,5.0,"Saboroso","Atendimento de primeira,comida variada e bem temperada.Vocé se serve e se não estiver satisfeito pode repetir."
Restaurante Ouro Preto,7097621,restaurante-review,RodrigoP425,2014-09-20,2014-09-14,3.0,"Bom preço e comida razoável","O grande diferencial deste restaurante é o preço. Constantemente é possível ver promotores na Praça Tiradentes, Centro Histórico de Ouro Preto, distribuindo cartões que dão direito ao cliente pagar R$13 no buffet livre de comida mineira.
A variedade não é das maiores, mas tem os...Mais"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Raulzit0,2018-09-02,2016-12-14,4.0,"Honesto","Self-service a quilo de comida mineira de tempero suave e saboroso. A vista do andar superior é bonita, o preço é honesto (R$30/kg), o atendimento cordial e eficiente. Para quem quer dar um tempo na comilança ou tem alguma pressa, a opção é segura."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,wellington q,2018-07-12,2018-02-14,4.0,"muito bom","comida muito boa caseira muito gostosa recomendo pra família ,amigos ,namorada ,só lugar muito agradável"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,iveiga01,2017-06-21,2017-06-14,5.0,"Uma pizza de qualidade a um preço acessível","O local é charmoso e a pizza é deliciosa. É cobrado couvert de r$ 5,00 por pessoa. Aceita cartão de crédito e débito. Fica numa rua próximo a Pça Tiradentes onde ficam a maioria dos restaurantes. Indico"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,larissapessanha,2017-04-18,2017-04-14,5.0,"Comida caseira muito boa!","Comida caseira típica mineira, self-service gostoso e com preço justo, ideal para um bom almoço. Recomendo, apesar de ter achado o preço das bebidas um pouco acima da média."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,CelioJuniorAraujo,2017-04-17,2017-04-14,4.0,"Comida boa, de preço acessível e bom atendimento","Por diversos dias almocei no Santa Ceia. Oferece uma boa comida com um preço bem em conta, sendo que se pode escolher entre as opções de comer na modalidade self-service com balança, a preço fixo com uma carne ou preço fixo com buffet a vontade....O preço é bom, sendo um dos mais baratos dá região e com boa qualidade. O atendimento é bom e a vista do andar de cima é muito boa, sendo possível tirar boas fotos a depender da criatividade do fotógrafo.Mais"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,hugos422,2017-04-14,2017-04-14,2.0,"Muita demora","Pedimos uma pizza e somente apos 1hora a pizza chegou e de sabor errado. Nisso demorou mais 30 minutos para nossa pizza chegar. A pizzaria não estava cheia e sempre que perguntavamos a resposta era a mesma esta chegando... ao chegar a pizza, estava com...ingredientes faltando. 
O suco de limão que pedimos parecia uma água saborizada... não recomendo.Mais"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Livia_galvanho,2017-04-13,2017-04-14,5.0,"Comida boa, ótimo atendimento e música ao vivo.","À princípio iríamos à uma hamburgueria ao lado, mas quando ouvimos a música tocando, resolvemos entrar e não nos arrependemos. Voltaria com certeza!"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Amélia B,2017-02-13,2017-01-14,5.0,"Comida Mineira","O principal atrativo do restaurante foi o horário de funcionamento, sendo uma opção de boa refeição após maior tempo visitando a cidade. A comida é farta, saborosa e o preço acessível."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Sérgio Ricardo S,2017-01-26,2017-01-14,4.0,"Pizza saborosa!!!","Lugar muito legal pela decoração, pela pizza saborosa e pela qualidade da música ao vivo. Servem caldos quentes também."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Claudinha072014,2017-01-03,2016-12-14,4.0,"Pizza deliciosa","Local agradável para ir com a família, garçons muito simpáticos, pizza deliciosa. A noite não servem refeições, só pizzas. Vale a pena ir conferir."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,robertasQ5031IE,2017-01-03,2017-01-14,5.0,"Ótima Pizza ","Local muito agradável, fui muito bem atendida pelos garçons os quais são muito simpáticos. A pizza é maravilhosa, a bebida estava bem gelada e não é caro. Recomendo muito."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Bruna S,2016-11-16,2016-11-14,5.0,"Ótimo lugar!","Pizza muito boa, garçons muito simpáticos, na noite em que fomos, tinha música ao vivo, com violão e flauta, os dois muito bons, eu estava do lado dos artistas e ainda conseguia conversar na mesa e o preço é excelente! Voltaria sempre se fosse mais...Mais"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,SheilaAssis,2016-10-17,2016-10-14,4.0,"Boa opção para almoço","Almoçamos no restaurante Santa Ceia. Comemos no Self-service. Não tem tantas opções, mas tem boa variedade de comida que é fresca e muito gostosa. A vista do andar de cima é linda!"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Marcos Vinícius... G,2016-09-26,2016-09-14,5.0,"Bom self-service","Um bom restaurante self-service, localizado próximo à Praça Tiradentes, com preço acessível e comida de qualidade."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,AndreaAndrea16,2016-09-09,2016-09-14,4.0,"Comida Caseira","Restaurante com  Comida mineira estilo caseira.na rua mais movimentada de Ouro Preto...Preço super em conta aind.Os funcionários foram super simpáticos e prestativos..Eu recomendo"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Erika T,2016-08-23,2016-08-14,5.0,"Pizza deliciosa","Fomos muito bem atendidos e servidos, a pizza é divina e eles mantêm ela em uma panela de pedra, isso fez toda a diferença para o segundo pedaço que ainda esta quente."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,williamcP1077IG,2016-08-17,2016-08-14,4.0,"Pizza muito boa! Lugar aconchegante! ","A pizza é muito boa! Massa bem fina e saborosa. O atendimento também é muito bom. Além disso, um dos poucos restaurantes abertos às 23h."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Jean C,2016-08-08,2016-08-14,4.0,"Bom","Comida boa e regional, preço normal para um local turístico, um pouco caro. Oferece a opção de buffet por quilo."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,jbventurini,2016-08-01,2016-07-14,5.0,"Típica comida mineira","A comida servida no restaurante é uma delicia. Típica comida mineira com muitas opções. Além de você poder escolher como pagar (prato feito, self-service a vontade ou por kilo)."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,vaof78,2016-07-26,2016-07-14,1.0,"Muito ruim","É self service, mas não tem variedade. Comida sem sabor e ainda por cima cara. 
O arroz estava cru, o feijão também. Muito ruim mesmo. Já poderia imaginar, pois sempre que passava na porta, estava vazio."
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Patricia N,2016-07-23,2016-07-14,5.0,"Restaurante","Gostei muito, ótimo atendimento e  comida típica mineira muito gostosa. Próximo a várias atrações. Eu recomendo!"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,GBFJ,2016-07-14,2016-07-14,3.0,"Pizza ok","A pizza e boa mas o atendimento é muito ruim. Demoram para atender, trazem pizza errada (pedi uma sem pimentão e outra sem tomate e as 2 vieram com...)"
Santa Ceia Restaurante e Pizzaria,10477775,restaurante-review,Flavio_Sampaio,2016-07-14,2016-07-14,4.0,"Bom.","O Restaurante Santa Ceia fica localizado onde existia o restaurante Maximu's. Trabalha no sistema self-service por peso e pratica preços razoáveis. Boa opção para quem não pretenda gastar muito, comer uma refeição bem preparada e saborosa e estar perto das atrações históricas de Ouro Preto....Mais"
Empada & Cia,5953724,restaurante-review,lianahmarcilio,2018-07-31,2018-07-14,5.0,"Santa Empada","Próximo da Igreja N. Sra. do Pilar, em um dos únicos lugares onde é possível estacionar, encontramos a Santa Empada, um lugar pequeno bem na esquina movimentada  mas com ótimo e rápido atendimento. A empada é sensacional, tanto que levamos para o hotel mais algumas...pra comer depois. Pastel frito na hora e cafezinho. Preço justo. Único ponto ruim é que não possui sanitários para os clientes, assim como a maioria dos pontos naquela região.Mais"
Empada & Cia,5953724,restaurante-review,wellington q,2018-07-25,2018-05-14,4.0,"muito bom","muito bom comida muito boa saborosa atendimento muito bom gostei muito recomendo atendimento muito bom"
Empada & Cia,5953724,restaurante-review,francineferreira,2016-06-22,2016-06-14,5.0,"Uma delícia","Tem vários sabores de empadas sempre quentinhas, e vários outros salgados também, ótima opção para quem quer fazer um lanche rápido"
Empada & Cia,5953724,restaurante-review,Tarso A,2016-04-05,2016-02-14,5.0,"Deliciosas","As empadas de Ouro Preto sejam elas doces ou salgadas, são realmente deliciosas, vale muito a pena degustar."
Empada & Cia,5953724,restaurante-review,966cc,2016-03-25,2016-03-14,4.0,"Santa Empada","O lugar mudou de nome para Santa Empada. Tem vários tipos de empadas, além de pão de queijo. Bom lugar para um lanche rápido."
Empada & Cia,5953724,restaurante-review,Rafael F,2016-01-01,2015-12-14,4.0,"Bom","Localizado no Pilar, próximo à sede da Prefeitura. Bom atendimento (como é comum em Minas) e empadas fantásticas."
Empada & Cia,5953724,restaurante-review,Ivanhoe_Chacon,2015-12-10,2015-11-14,4.0,"Excelente Empada de Frango","Ambiente limpíssimo. Atendimento simpático . Vários tipos de empadas. Eu comi a de frango, estava excelente. Fica pertinho da estação de trem."
Empada & Cia,5953724,restaurante-review,Karine C,2015-10-27,2015-07-14,4.0,"Excelente!","Atendimento muito bom, além da comida maravilhosa, vale a pena conferir, muita variedade e qualidade!"
Empada & Cia,5953724,restaurante-review,Patricia R,2015-07-07,2015-06-14,5.0,"excelente jantar","Fomos ao Empadas &Cª. c/voucher e adoramos! A comida é excelente, atendimento super simpático e profissional!
 A voltar (muitas ) vezes!"
Empada & Cia,5953724,restaurante-review,junioween,2015-02-08,None,4.0,"Muito bom! ","Ótimas empadas, com várias opções de sabores. Experimente a de palmito, é ótima. Recomendo demais, apesar de não ficar tão próximo aos principais pontos turísticos da cidade."
Empada & Cia,5953724,restaurante-review,SimoneTM2014,2014-11-06,2014-10-14,5.0,"Empada fabulosa","Nunca havia comido nada igual.. vale a pena.. o preço é bom e a qualidade maravilhosa... sabor inigualável"
Empada & Cia,5953724,restaurante-review,pspatinha,2014-09-28,2014-09-14,4.0,"Variedade","O lugar é uma graça, conta com variadas opções de empadas e por um preço justo, ótimo lugar para lanchar."
