restaurante_id,nome,endereco,cidade,nota,qtd_avaliacoes,faixa_preco,latitude,longitude,fonte
10451204,Catedral Pub,"Rua Direita, 68 / Beco da Tecla, 39, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,177,$$ - $$$,-18.244958877563477,-43.597415924072266,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d10451204-Reviews-Catedral_Pub-Diamantina_State_of_Minas_Gerais.html
7104755,Relicário Gastronomia,"Rua Joaquim Gomes da Costa, 59 Atras do Mercado Velho, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,274,$$ - $$$,-18.243576049804688,-43.59653854370117,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d7104755-Reviews-Relicario_Gastronomia-Diamantina_State_of_Minas_Gerais.html
2390004,Apocalipse,"Praça Barão do Guaicuí, 78, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,507,$$ - $$$,-18.244272232055664,-43.59678649902344,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d2390004-Reviews-Apocalipse-Diamantina_State_of_Minas_Gerais.html
2390020,Livraria Café Espaço B,"Beco da Tecla, 31, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.0,202,$$ - $$$,-18.24458885192871,-43.59693908691406,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d2390020-Reviews-Livraria_Cafe_Espaco_B-Diamantina_State_of_Minas_Gerais.html
3646500,Deguste,"Beco do Mota 31 A, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,151,$$ - $$$,-18.245168685913086,-43.59717559814453,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d3646500-Reviews-Deguste-Diamantina_State_of_Minas_Gerais.html
5957859,Café a Baiúca,"Rua Da Quitanda, 13 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.0,201,$$ - $$$,-18.244903564453125,-43.59691619873047,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5957859-Reviews-Cafe_a_Baiuca-Diamantina_State_of_Minas_Gerais.html
5382251,Restaurante Do Raimundo Sem Braco,"Praca Pedro Duarte, 25 Centro, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,73,$$ - $$$,-18.144546508789062,-43.619571685791016,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5382251-Reviews-Restaurante_Do_Raimundo_Sem_Braco-Diamantina_State_of_Minas_Gerais.html
5648403,Mr Chef's espaço gourmet,"Rua Vieira Couto 232 119 B- Segundo andar, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,98,$$ - $$$,-18.245134353637695,-43.59709548950195,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d5648403-Reviews-Mr_Chef_s_espaco_gourmet-Diamantina_State_of_Minas_Gerais.html
2390016,O Garimpeiro,"Avenida da Saudade, 265 Fica na Pousada do Garimpo, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,69,$$ - $$$,-18.25044822692871,-43.595279693603516,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d2390016-Reviews-O_Garimpeiro-Diamantina_State_of_Minas_Gerais.html
8731390,Bar E Pizzaria Vagalume,"Beco do Alecrim 37, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,4.5,34,$$ - $$$,-18.24522590637207,-43.597198486328125,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d8731390-Reviews-Bar_E_Pizzaria_Vagalume-Diamantina_State_of_Minas_Gerais.html
2390014,Caipirão,"Rua Campos Carvalho, 15, Diamantina, Minas Gerais 39100-000 Brasil",Diamantina ,3.5,151,$$ - $$$,-18.24485206604004,-43.5968132019043,https://www.tripadvisor.com.br/Restaurant_Review-g303380-d2390014-Reviews-Caipirao-Diamantina_State_of_Minas_Gerais.html
