estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem
Catedral Pub,10451204,restaurante-review,591reginag,2018-03-31,2018-03-26,5.0,"Não deixe de ir","Mto bom! Variedade boa de cerveja. Atendimento excelente! Comida mtooooo saborosa! Ambiente super acochegante e agradável!","São Paulo, SP"
Catedral Pub,10451204,restaurante-review,José Marques So... S,2018-03-05,2018-02-26,5.0,"Requinte e familiar","Ambiente acolhedor, público seleto, boa localização, gastronomia de excelência. Um ambiente diferenciado com um tratamento de categoria exemplar.",indef
Catedral Pub,10451204,restaurante-review,israelkeffler,2018-02-04,2018-01-26,4.0,"BOA PEDIDA","Uma boa carte de cervejas, clima agradavel. boa pedida pra fechar a noite. há ainda boas opções de hamburguer, com um detalhe: eles veem absurdamente com muito queijo. tem quem goste","Rio de Janeiro, RJ"
Catedral Pub,10451204,restaurante-review,Piero Menotti O,2018-01-24,2018-01-26,5.0,"Sensacional!!!","Comida excelente, ambiente agradável, música melhor ainda e a bebida nem se fala!!!! Recomendo a todos que visitarem Diamantina, e lembrem de reservar a mesa!!!",indef
Catedral Pub,10451204,restaurante-review,504moniquec,2018-01-23,2018-01-26,5.0,"Maravilhoso, inesquecível ","Comida, atendimento, local, qualidade dos produtos, tudo 1000%. As cervejas são maravilhosas, o hambúrguer “catedral” e uma mistura de sabores extraordinária.","Guanhães, MG"
Catedral Pub,10451204,restaurante-review,392naylaf,2018-01-22,2018-01-26,5.0,"MELHOR LUGAR","Comida maravilhosa, atendimento exelente, tudo maravilhoso, um dos melhores lugares que eu já fui, com certeza.","Ipatinga, MG"
Catedral Pub,10451204,restaurante-review,stoneleandro6,2018-01-10,2017-08-26,5.0,"Fantástico!!!!","Local de atendimento que surpreende, do simples ao sofisticado! Cervejas de várias nacionalidades, sempre bem gelada ou ao gosto do cliente!! Fuciona durante a manhã, atrde e noite sob as modalidades: çanchonete, bar e restaurante, sempre com muita classe1","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,Sarah F,2018-01-04,2017-12-26,5.0,"Excelente!!","Excelente Pub, localização muito boa, bem em frente à Igreja. As comidas são deliciosas e bem servidas. Muitas opções de cervejas artesanais. Sugiro reservar mesa, pois o local é pequeno. Ambiente muito agradável e diferenciado na cidade!",indef
Catedral Pub,10451204,restaurante-review,tiagob2014,2018-01-04,2017-12-26,5.0,"Vá...","Ambiente muito agradável, com luz baixa. Excelente atendimento. Excelente variedade de cervejas e preço justo. O sanduíche Catedral, na minha opinião, é o melhor do Brasil. Vá sem medo!","Três Corações, MG"
Catedral Pub,10451204,restaurante-review,LaryT2013,2018-01-03,2017-10-26,5.0,"Lugar ótimo, boas cervejas, comida boa e atendimento incrível.","O lugar é muito bonito e arrumado, a comida é ótima e o atendimento muito bom. Atendentes simpáticos e prestativos. Muitas opções de cervejas especiais.","Curitiba, PR"
Catedral Pub,10451204,restaurante-review,FabioFliess,2018-01-02,2017-12-26,4.0,"Muito bom!","Nossa primeira (tentativa de) visita foi horrível. O espaço é pequeno e a casa estava cheia, e não houve nenhuma boa vontade do atendente em nos fazer ficar. Voltamos outro dia com a casa vazia e o atendimento foi bem melhor. A casa tem boa variedade de cervejas, inclusive locais. Pedimos algumas comidas, bem gostosas. As lascas de parmesão com mel trufado são uma boa pedida enquanto você prova um chopp da casa. O hamburguer de picanha também é bem generoso.","Petrópolis, RJ"
Catedral Pub,10451204,restaurante-review,IgorAMS,2017-12-22,2017-12-26,5.0,"O melhor da cidade!","Lugar diferenciado na cidade. Cerveja e chopp artesanal, comida boa, ambiente bacana e ótimo atendimento! Sugiro fazer reserva porque tem poucas mesas.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,Daniel C,2017-12-18,2017-12-26,5.0,"Melhor bar! ","Lugar perfeito para degustar um boa cerveja artesanal. Boa diversidade de entradas, comida ótima. Recomendo.",indef
Catedral Pub,10451204,restaurante-review,Liliancostabh,2017-11-23,2017-10-26,5.0,"Sempre muito bom repetir a visita!","O melhor lugar em Diamantina para apreciar uma boa cerveja, tira-gostos ou vinhos selecionados. O ambiente é muito bem decorado e o atendimento fantástico!","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,renatoandradef,2017-11-15,2017-09-26,5.0,"ótimo Pub","Ótimo pub, com grande variedade de cervejas com preço justo. Os pratos também são bons, com destaque para os sanduiches","Serro, MG"
Catedral Pub,10451204,restaurante-review,Epitacio P,2017-11-09,2017-10-26,5.0,"Show","Pub com excelente localização. Atendimento muito bom. Ótimo lugar para tomar aquele chope gelado depois de um dia de caminhada.",indef
Catedral Pub,10451204,restaurante-review,Dani R,2017-11-06,2017-11-26,5.0,"Espaço aconchegante em diversos aspectos","Tive a oportunidade de saborear o prato Filet Rock&Blues, que por sinal é muito saboroso. O atendimento muito eficaz do Jeferson, sempre muito simpático e com as melhores indicações de cervejas e pratos. Quer ter a oportunidade de conhecer um lugar aconchegante? Não perca tempo, vá a Catedral Pub!!!",indef
Catedral Pub,10451204,restaurante-review,fabioyujim,2017-11-05,2017-11-26,5.0,"Ótimo pub com cervejas artesanais.","Excelente Pub, mais requintado com uma boa carta de cervejas artesanais e ótimas porções e sanduíches. O preço já é o esperado para bares do tipo. Destaque pra o bolinho de feijoada.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,CarlosCleto,2017-11-03,2017-10-26,5.0,"O Bar que eu queria ter perto de minha casa","O Catedral Pub é incrivelmente bom: cervejas artesanais excelentes, a um preço baixo, comida muito boa e atendimento simpático e muito eficiente. Os barmen Jeff e Alex são prestimosos e ajudam o cliente a escolher a bebida em meio ao vasto cardápio disponível. Recomendo aos visitantes que provem as cervejas locais, fabricadas em Diamantina. E a Salsicha recheada com queijo é de deixar saudades.","Aracaju, SE"
Catedral Pub,10451204,restaurante-review,marcusalexandrec,2017-11-02,2017-10-26,5.0,"Excelente opção de lugar!!!","O ambiente, comida, bebida e atendimento do garçom Alex, fazem deste lugar um bar diferenciado!!! As opções de comida são maravilhosas e tem diversos tipos de cervejas artesanais e importadas!!! Lugar recomendadissimo!!! Quando retornar a Diamantina, certamente voltarei ao Catedral Pub!!!","Ouro Preto, MG"
Catedral Pub,10451204,restaurante-review,Alba_Tavares,2017-10-18,2017-10-26,5.0,"Cerveja, ambiente, comida. Imperdível","Embora pequeno para um grupão, o local é bem aconchegante. Cervejas especiais e geladas. As opções de tira gosto são bem grandes e deliciosas. O atendimento é de primeira. Resumindo: tudo é bom.","Rio de Janeiro, RJ"
Catedral Pub,10451204,restaurante-review,wannut,2017-10-08,2017-09-26,4.0,"Cerveja artesanal","Pub super aconchegante, cerveja artesanal excelente. Não espere tomar qualquer cerveja lá não, pois não tem. O atendimento é ótimo. O atendente explicou sobre as cervejas, pudemos degustar antes de pedir. Nossa, adorei o atendimento! A comida estava gostosa. Lugar super recomendado. Voltarei com certeza!","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,UlissesMaia79,2017-10-03,2016-11-26,4.0,"Bom cardápio e boa carta de cervejas","Carta extensa de cervejas especiais ou artesanais. Bons pratos e pestiscos. Ambiente contemporâneo .","Minas Gerais"
Catedral Pub,10451204,restaurante-review,IMC1975,2017-10-02,2017-10-26,5.0,"Pensa num lugar bom!","Entramos para dar uma olhada e apaixonamos. É pequinininho e extremamente simpático! Tem uma variedade sensacional de cervejas e cada tira gosto de dar água na boca. Dá próxima vez com certeza farei reserva.","Sete Lagoas, MG"
Catedral Pub,10451204,restaurante-review,emilioe2014,2017-09-15,2017-07-26,5.0,"Um dos melhores hambúrgueres que já comi!","O ambiente é bem legal e o atendimento foi bom. Pedi um hambúrguer que veio extremamente caprichado e com qualidade. Queijo derretendo, bacon em quantidade, tudo delicioso. Para completar, ainda vem com batata frita e salada. Voltamos outro dia e provamos a panhoca. Uma delícia. Estão de parabéns! Final do ano retorno e comerei novamente aí!","Brasília, DF"
Catedral Pub,10451204,restaurante-review,199marianam,2017-08-28,2017-08-26,5.0,"Sobre o chame que Diamantina merece!","Excelente localização, cardápio, atendimento e carta de bebidas. A decoração é um charme à parte. Não há como não visitar!","Minas Gerais"
Catedral Pub,10451204,restaurante-review,Marcelo H,2017-08-17,2017-08-26,5.0,"Melhor cerveja de Diamantina!","Lugar incrível, atendimento super especial e o melhor chopp de Diamantina! Vale a pena demais conhecer! Preços razoáveis, nada fora da realidade.",indef
Catedral Pub,10451204,restaurante-review,sergiohm2017,2017-08-09,2017-08-26,5.0,"Noite em Diamantina","Boa localização e ambiente muito agradável. Ótimas opções no cardápio, com porções fartas e sem demora em servir. Destaque para a panhoca de file. E excelentes cervejas.","Diamantina, MG"
Catedral Pub,10451204,restaurante-review,EAFernandesP,2017-08-03,2017-08-26,5.0,"Pequeno eficiente! ","Localizado 10. Atendimento 10. Variedades cerveja 10. Chopp gelado 10. Pratos interessantes. Preço justo.","Minas Gerais"
Catedral Pub,10451204,restaurante-review,AtilaJO,2017-08-03,2017-07-26,4.0,"Parada obrigatória brejas","Passando pela histórica cidade, seus deslumbres falam por si.
mas pensando em tomar uma breja artesanal, sem duvida ali encontra-se ao lado da Catedral acredito que seja a principal da cidade, o Pub Catedral, nome inclusive bem apropriado uma vez que ajuda as almas perdidas que para ali se dirigem a acharem um pedaço do paraíso na terra. Atendimento com a clássica simpatia mineira muito bem representada, cervejas das mais variadas origens incluindo a campeã mundial mineira de BH Wals dubbel e suas demais linhas as trippel e quadruppel alem disso a petroleum e a fantastica, Wals Belgian Witte com laranja da terra e pimenta Jamaica, achei um excelente produto, tiro o chapéu para os caras.
Passamos horas agradáveis ali naquele pedaço do coração mineiro regado a ótimas brejas alem das citadas, ainda escutando uma incrível dupla na voz e violão (12 cordas), show que rola de vez em quando e demos sorte de assistir.
Tudo isso a sombra da Catedral bem ao lado, os santos por ali, acredito apreciam uma breja bem gelada.
Ah também um cardápio interessante, pude provar um hambúrguer bem elaborado, dentro dos caprichos que o local se propõe,

Recomendo o trem viu.

O melhor, dia seguinte, Zero ressaca, coisa impossível com o lixo que historicamente vem nos servido as industrias ditas cervejeiras tradicionais.

Abandonem esse LixoBev, e experimentem o sabor de uma cerveja de fato artesanal.",indef
Catedral Pub,10451204,restaurante-review,Simone O,2017-07-23,2017-06-26,4.0,"Ótimo atendimento!!","Muito bom para quem gosta de cervejas. Serve alta variedade de cerveja artesanal. Pratos um pouco caros, por isso não é recomendado para quem está com muita fome. O ambiente pe muito agradável e toca boas músicas.",indef
Catedral Pub,10451204,restaurante-review,Mariana Luísa C,2017-07-21,2017-07-26,5.0,"Melhor de Diamantina","Espaço aconchegante, boa música, excelente atendimento, carta de cervejas excepcional! Escolha certa!",indef
Catedral Pub,10451204,restaurante-review,368samaral,2017-07-21,2017-07-26,5.0,"Imperdível!","Um típico pub com enormes variedades de cervejas , difícil escolher só uma! Começamos com a entrada de lascas de parmesão com mel trufado , simplesmente perfeita a combinação . Os pratos escolhidos foram o ancho e a bisteca , estavam muito bom e são bem servidos .
A sobremesa foi um petit gateau com cerveja frutada. Recomendo reservarem antes pois o ambiente é pequeno e bastante concorrido, e um pouquinho de paciência com o atendimento principalmente se estiver cheio ! Mas vale muito a pena.","Brasília, DF"
Catedral Pub,10451204,restaurante-review,Mauricio F,2017-07-16,2017-07-26,5.0,"Excelente ","Sem dúvida o melhor lugar de Diamantina para encontrar os amigos, comer bem e degustar uma excelente carta de vinhos além da variedade de ótimas cervejas. A comida é realmente excelente. Tudo muito bom e com preço justo!",indef
Catedral Pub,10451204,restaurante-review,Liliancostabh,2017-07-16,2017-07-26,5.0,"Excelente ","Excelente atendimento, os aperitivos são deliciosos, lugar bem decorado é muito agradável, música de qualidade. Muito bom para quem deseja uma boa noite na cidade histórica. Dica: Degustação de cervejas, vinho, bolinho de feijoada, panhoca e joelho de porco.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,Mariana C,2017-07-15,2017-07-26,5.0,"Bar bacanudo em Diamantina!","Lugar lindo!! Seleção incrível de cervejas!! Bom atendimento e comidas deliciosas! Bar bom para vir com amigos! Só toca rock, o que é excelente!",indef
Catedral Pub,10451204,restaurante-review,eduardon97,2017-06-17,2017-06-26,5.0,"Feriado","Ótima opção em Diamantina. Cardápio impecável com comida alemã, sanduíches e sobremesas de qualidade, boa carta de cervejas e ambiente super agradável.","Belo Horizonte, MG"
Catedral Pub,10451204,restaurante-review,537marcelok,2017-06-11,2017-06-26,5.0,"Melhor opção de Diamantina!!!!!","Recomendo! Serviço de primeira, excelente comida, cervas variadas de alta qualidade, atendimento do Paulo nota dez e ótimo repertório musical!!!",indef
Catedral Pub,10451204,restaurante-review,WilsonM727,2017-05-22,2017-05-26,5.0,"Local Muito Bacana!!!","Fomos em uma noite de Domingo em 2 famílias. O local é bem descontraído com decoração muito bacana. Estava bem cheio mas conseguimos nos acomodar. O Jefferson foi extremamente simpático.
Grande quantidade de cervejas (do mundo todo) e menu de comidas enxuto mas variados. Meus filhos escolheram os hambúrgueres e estavam excelentes.
Vale a pena conferir. Quanto voltar a Diamantina com certeza vou voltar.","Nova Lima, MG"
Catedral Pub,10451204,restaurante-review,Gab D,2017-05-02,2017-04-26,5.0,"Ótima escolha","Ambiente descontraído com esse bar decorado como um pub. Várias escolhas de cervejas nacionais e internacionais. Comidinhas muito boas, recomendo os burgers (Catedral) e a costela suina de petiscos. Atendimento legal. A não perder.",indef
Catedral Pub,10451204,restaurante-review,B_Pena_Silva,2017-04-30,2017-05-26,5.0,"Segundo melhor hamburger","Depois do Madero, foi o melhor hamburger que já comi. A cerveja capistrano, da cidade de Diamantina, tb é muito boa, Atendimento e primeira.","Macaé, RJ"
